(0.21068704, 0.0010611558, 0.11128204, 0.09834385)
(0.13595445, 0.0005453784, 0.074284144, 0.061124936)
(0.1195893, 0.00029789074, 0.06513027, 0.05416114)
(0.11260982, 0.00022745023, 0.060629077, 0.05175329)
(0.10625444, 0.00027429266, 0.055627692, 0.050352454)
(0.10619159, 0.00031079492, 0.05701278, 0.048868015)
(0.10024327, 0.00041603966, 0.053043943, 0.046783283)
(0.09327697, 0.00047653628, 0.04794794, 0.044852495)
(0.09759287, 0.0004106454, 0.05291999, 0.04426223)
(0.09332259, 0.00044022, 0.050233178, 0.042649187)
(0.086610556, 0.00053671247, 0.044700485, 0.041373357)
(0.085215226, 0.0006326942, 0.044869356, 0.039713178)
(0.080382265, 0.0007525301, 0.041633874, 0.03799586)
(0.08089292, 0.0009043934, 0.043334194, 0.03665434)
(0.0734394, 0.0010526546, 0.037802532, 0.03458421)
(0.0742504, 0.001198713, 0.03948989, 0.0335618)
(0.07622921, 0.0013191644, 0.03951457, 0.035395473)
(0.074621856, 0.0013649184, 0.03887946, 0.034377478)
(0.07000369, 0.0015798826, 0.037363417, 0.031060386)
(0.06792523, 0.001631686, 0.03482687, 0.031466678)
(0.06558931, 0.0018063813, 0.03380623, 0.029976692)
(0.06345129, 0.0020164938, 0.03279051, 0.028644284)
(0.056291513, 0.002090057, 0.029167328, 0.02503413)
(0.05765147, 0.0022174127, 0.029723424, 0.025710635)
(0.06844854, 0.002373466, 0.038232014, 0.027843067)
(0.05830778, 0.002088004, 0.030833248, 0.02538653)
(0.052703746, 0.0020036793, 0.027785325, 0.02291474)
(0.048328646, 0.0019255863, 0.024870936, 0.021532122)
(0.052452676, 0.0020411252, 0.026792672, 0.023618877)
(0.0453509, 0.0020778775, 0.022914948, 0.020358078)
(0.05230296, 0.0023142337, 0.02658976, 0.023398966)
(0.05456941, 0.0021737632, 0.028177634, 0.024218012)
(0.040324133, 0.0022095349, 0.020380782, 0.017733816)
(0.044849817, 0.0019879197, 0.02306943, 0.019792467)
(0.041406482, 0.0019172272, 0.02116859, 0.018320667)
(0.049840458, 0.002356421, 0.024081776, 0.023402262)
(0.03785883, 0.0020945123, 0.018899774, 0.016864542)
(0.03814119, 0.0018260364, 0.019304039, 0.017011113)
(0.039605714, 0.001890918, 0.019826384, 0.017888414)
(0.04508826, 0.0020237782, 0.021896854, 0.021167628)
(0.04641872, 0.0022620368, 0.023069032, 0.021087648)
(0.04140307, 0.0021969627, 0.020549305, 0.018656801)
(0.036137007, 0.0019516451, 0.01824321, 0.015942153)
(0.03517133, 0.0016990104, 0.01748161, 0.015990708)
(0.03460682, 0.0017439125, 0.016989091, 0.01587382)
(0.03802797, 0.0019223276, 0.018475015, 0.017630626)
(0.03642766, 0.0017393116, 0.018194787, 0.01649356)
(0.035565127, 0.0017958818, 0.017574439, 0.016194806)
(0.03423497, 0.0017270517, 0.01667391, 0.015834007)
(0.034062978, 0.0017845107, 0.016726155, 0.015552313)
(0.038070805, 0.0018164023, 0.018882662, 0.017371742)
(0.03397151, 0.0018337746, 0.016494576, 0.01564316)
(0.040568046, 0.0014479354, 0.020440325, 0.018679786)
(0.041596696, 0.0018073639, 0.021081336, 0.018707998)
(0.03488697, 0.0014714173, 0.017345455, 0.0160701)
(0.03584194, 0.0018361257, 0.017799292, 0.016206525)
(0.03780505, 0.0015345806, 0.018568415, 0.017702054)
(0.03504591, 0.0016485634, 0.017475689, 0.015921658)
(0.03432699, 0.0018955832, 0.0170159, 0.0154155055)
(0.034054175, 0.0015796812, 0.017105307, 0.015369186)
(0.03354884, 0.0015891787, 0.01655503, 0.015404633)
(0.032216817, 0.0015094315, 0.01556184, 0.015145545)
(0.033700127, 0.0017017155, 0.016902326, 0.015096085)
(0.033306267, 0.0016643546, 0.016387524, 0.015254388)
(0.033461306, 0.0018258109, 0.016478844, 0.015156651)
(0.039208494, 0.0018444933, 0.019318232, 0.018045766)
(0.033721406, 0.0016796568, 0.016446183, 0.015595567)
(0.033990376, 0.0014958372, 0.016337348, 0.016157188)
(0.033462554, 0.0015500608, 0.0167213, 0.015191191)
(0.033506535, 0.0015946694, 0.016672699, 0.015239164)
(0.03443867, 0.0015587907, 0.01725858, 0.015621298)
(0.033476807, 0.0015684053, 0.016609028, 0.015299372)
(0.0382133, 0.001592995, 0.01930843, 0.017311877)
(0.034519933, 0.0013733625, 0.017334178, 0.015812395)
(0.033527743, 0.001483964, 0.016631402, 0.015412376)
(0.03374307, 0.0014926381, 0.01669505, 0.015555378)
(0.033284053, 0.0017036163, 0.016375974, 0.015204465)
(0.033058308, 0.0016178656, 0.016370917, 0.015069527)
(0.031983748, 0.0013481501, 0.015903741, 0.014731858)
(0.03696824, 0.0014098765, 0.018619593, 0.01693877)
(0.035759307, 0.0014790662, 0.017623873, 0.016656369)
(0.03544832, 0.0015163098, 0.017858088, 0.01607392)
(0.032760803, 0.0014015712, 0.016449532, 0.0149097)
(0.032921124, 0.0013842045, 0.016457913, 0.015079007)
(0.031666405, 0.0014120173, 0.015597787, 0.014656603)
(0.031443544, 0.001258729, 0.015493372, 0.01469144)
(0.03156656, 0.0013246809, 0.015498411, 0.01474347)
(0.035633743, 0.001417633, 0.017842306, 0.016373804)
(0.03894109, 0.0014753379, 0.019316714, 0.018149037)
(0.03367009, 0.0016271729, 0.016981903, 0.015061015)
(0.031920664, 0.0012707897, 0.01578637, 0.014863502)
(0.035160534, 0.0014335832, 0.017519102, 0.01620785)
(0.03166239, 0.0013005042, 0.0156901, 0.014671786)
(0.033832204, 0.0013029453, 0.016885728, 0.015643531)
(0.03166586, 0.0011836251, 0.015888434, 0.0145938005)
(0.036730327, 0.0016041734, 0.01796155, 0.017164605)
(0.032603286, 0.0013666069, 0.015835406, 0.015401274)
(0.03551489, 0.0013177567, 0.017729094, 0.01646804)
(0.032853354, 0.0013772821, 0.016690549, 0.014785523)
(0.03134422, 0.001236646, 0.0154818185, 0.014625758)
(0.030644486, 0.0011542417, 0.014935091, 0.0145551525)
(0.040665973, 0.0017118535, 0.020171009, 0.018783111)
(0.03603578, 0.0014419493, 0.018253984, 0.016339846)
(0.03137022, 0.0013063618, 0.015570601, 0.014493256)
(0.030866113, 0.0012617687, 0.015126141, 0.014478203)
(0.031125404, 0.0014834662, 0.015249994, 0.014391944)
(0.031223517, 0.0011542345, 0.015551568, 0.014517714)
(0.03370336, 0.001181546, 0.017212601, 0.015309213)
(0.032553785, 0.0011748523, 0.016152335, 0.015226595)
(0.031078976, 0.001277431, 0.015346087, 0.014455457)
(0.031830717, 0.0012310854, 0.0155192455, 0.015080388)
(0.03063447, 0.0013157935, 0.014993918, 0.014324757)
(0.034619533, 0.0012478883, 0.01720005, 0.016171593)
(0.031035893, 0.0011265655, 0.015656456, 0.014252871)
(0.031607337, 0.0012761735, 0.015676228, 0.014654934)
(0.03583782, 0.0018653891, 0.017584922, 0.016387511)
(0.041666273, 0.0015049465, 0.020816075, 0.019345252)
(0.03963856, 0.0014617732, 0.01952634, 0.018650446)
(0.04059833, 0.0017847263, 0.020188164, 0.018625438)
(0.034733802, 0.001273499, 0.017508715, 0.015951589)
(0.033483993, 0.0015003749, 0.016815023, 0.015168594)
(0.030274533, 0.0011850669, 0.015078219, 0.014011246)
(0.030414976, 0.0015616185, 0.014812605, 0.014040751)
(0.029595204, 0.0013823684, 0.014339803, 0.013873031)
(0.030660827, 0.0014769372, 0.014996001, 0.014187887)
(0.030169334, 0.0014184649, 0.014872279, 0.013878591)
(0.030217798, 0.0013134221, 0.01507961, 0.0138247665)
(0.03614329, 0.0023644455, 0.017769217, 0.016009629)
(0.03370162, 0.0016187108, 0.016632495, 0.015450414)
(0.03017788, 0.0014351811, 0.014956289, 0.01378641)
(0.031991623, 0.0016513087, 0.015906503, 0.014433812)
(0.030138021, 0.0016886094, 0.014902389, 0.013547024)
(0.03713946, 0.0022583527, 0.017902507, 0.0169786)
(0.03465888, 0.0016968956, 0.017209623, 0.015752358)
(0.034842536, 0.0019863043, 0.017012408, 0.015843822)
(0.028662123, 0.0014544416, 0.013999275, 0.013208406)
(0.028529849, 0.0015369903, 0.013749519, 0.013243339)
(0.028840024, 0.0015602288, 0.01392559, 0.013354206)
(0.028072722, 0.0014156095, 0.013807556, 0.012849558)
(0.029129278, 0.0016444783, 0.014364704, 0.013120096)
(0.029051326, 0.0016042055, 0.014221188, 0.013225934)
(0.031590186, 0.0016128356, 0.015395946, 0.014581403)
(0.030104075, 0.0015075526, 0.01472291, 0.0138736125)
(0.027943157, 0.0015606233, 0.0137434155, 0.012639118)
