nohup: ignoring input
2021-10-22 01:22:26.946168: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-10-22 01:22:29.092473: I tensorflow/core/platform/profile_utils/cpu_utils.cc:104] CPU Frequency: 2500095000 Hz
2021-10-22 01:22:29.095635: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x5480b10 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2021-10-22 01:22:29.095716: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
2021-10-22 01:22:29.119560: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-10-22 01:22:29.303325: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x54e8860 initialized for platform CUDA (this does not guarantee that XLA will be used). Devices:
2021-10-22 01:22:29.303616: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): GeForce RTX 3090, Compute Capability 8.6
2021-10-22 01:22:29.305482: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1742] Found device 0 with properties: 
pciBusID: 0000:82:00.0 name: GeForce RTX 3090 computeCapability: 8.6
coreClock: 1.695GHz coreCount: 82 deviceMemorySize: 23.70GiB deviceMemoryBandwidth: 871.81GiB/s
2021-10-22 01:22:29.305549: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-10-22 01:22:29.309016: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-10-22 01:22:29.310738: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-10-22 01:22:29.311127: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-10-22 01:22:29.316467: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.11
2021-10-22 01:22:29.318473: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-10-22 01:22:29.319384: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-10-22 01:22:29.324426: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1884] Adding visible gpu devices: 0
2021-10-22 01:22:29.324722: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-10-22 01:22:29.993644: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1283] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-10-22 01:22:29.993689: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1289]      0 
2021-10-22 01:22:29.993698: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1302] 0:   N 
2021-10-22 01:22:29.996191: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1428] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 22102 MB memory) -> physical GPU (device: 0, name: GeForce RTX 3090, pci bus id: 0000:82:00.0, compute capability: 8.6)
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/compat/v2_compat.py:96: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
2021-10-22 01:23:06.674913: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1742] Found device 0 with properties: 
pciBusID: 0000:82:00.0 name: GeForce RTX 3090 computeCapability: 8.6
coreClock: 1.695GHz coreCount: 82 deviceMemorySize: 23.70GiB deviceMemoryBandwidth: 871.81GiB/s
2021-10-22 01:23:06.675014: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-10-22 01:23:06.675083: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-10-22 01:23:06.675119: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-10-22 01:23:06.675139: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-10-22 01:23:06.675159: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.11
2021-10-22 01:23:06.675177: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-10-22 01:23:06.675195: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-10-22 01:23:06.677694: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1884] Adding visible gpu devices: 0
2021-10-22 01:23:06.679961: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1742] Found device 0 with properties: 
pciBusID: 0000:82:00.0 name: GeForce RTX 3090 computeCapability: 8.6
coreClock: 1.695GHz coreCount: 82 deviceMemorySize: 23.70GiB deviceMemoryBandwidth: 871.81GiB/s
2021-10-22 01:23:06.679988: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-10-22 01:23:06.680008: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-10-22 01:23:06.680024: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-10-22 01:23:06.680039: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-10-22 01:23:06.680054: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.11
2021-10-22 01:23:06.680069: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-10-22 01:23:06.680084: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-10-22 01:23:06.682574: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1884] Adding visible gpu devices: 0
2021-10-22 01:23:06.682623: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1283] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-10-22 01:23:06.682634: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1289]      0 
2021-10-22 01:23:06.682641: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1302] 0:   N 
2021-10-22 01:23:06.685280: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1428] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 22102 MB memory) -> physical GPU (device: 0, name: GeForce RTX 3090, pci bus id: 0000:82:00.0, compute capability: 8.6)
2021-10-22 01:23:28.583593: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
epoch: 10  g_loss: 6.7411e-01  d_loss: 2.5818e+00  training time: 30.284805 s  running time: 0.008412 h
epoch: 20  g_loss: 5.4468e-01  d_loss: 2.3925e+00  training time: 8.075322 s  running time: 0.010656 h
epoch: 30  g_loss: 5.2032e-01  d_loss: 2.3462e+00  training time: 8.456515 s  running time: 0.013005 h
epoch: 40  g_loss: 5.1560e-01  d_loss: 2.3484e+00  training time: 8.107444 s  running time: 0.015257 h
epoch: 50  g_loss: 5.0799e-01  d_loss: 2.3148e+00  training time: 8.187302 s  running time: 0.017531 h
epoch: 60  g_loss: 4.9412e-01  d_loss: 2.2866e+00  training time: 8.102216 s  running time: 0.019782 h
epoch: 70  g_loss: 4.8396e-01  d_loss: 2.2429e+00  training time: 8.284112 s  running time: 0.022083 h
epoch: 80  g_loss: 4.7732e-01  d_loss: 2.2065e+00  training time: 8.391655 s  running time: 0.024414 h
epoch: 90  g_loss: 4.6399e-01  d_loss: 2.1633e+00  training time: 8.010556 s  running time: 0.026639 h
epoch: 100  g_loss: 4.5192e-01  d_loss: 2.1310e+00  training time: 8.210077 s  running time: 0.028919 h
epoch: 110  g_loss: 4.4883e-01  d_loss: 2.0976e+00  training time: 8.238732 s  running time: 0.031208 h
epoch: 120  g_loss: 4.4060e-01  d_loss: 2.0656e+00  training time: 8.170098 s  running time: 0.033477 h
epoch: 130  g_loss: 4.2902e-01  d_loss: 2.0346e+00  training time: 8.265457 s  running time: 0.035773 h
epoch: 140  g_loss: 4.2240e-01  d_loss: 2.0083e+00  training time: 8.218559 s  running time: 0.038056 h
epoch: 150  g_loss: 4.2736e-01  d_loss: 1.9851e+00  training time: 8.211415 s  running time: 0.040337 h
epoch: 160  g_loss: 4.2038e-01  d_loss: 1.9670e+00  training time: 8.079696 s  running time: 0.042582 h
epoch: 170  g_loss: 4.0851e-01  d_loss: 1.9527e+00  training time: 7.735420 s  running time: 0.044730 h
epoch: 180  g_loss: 3.9980e-01  d_loss: 1.9384e+00  training time: 8.191393 s  running time: 0.047006 h
epoch: 190  g_loss: 3.8900e-01  d_loss: 1.9303e+00  training time: 8.187982 s  running time: 0.049280 h
epoch: 200  g_loss: 3.9522e-01  d_loss: 1.9217e+00  training time: 8.266543 s  running time: 0.051576 h
epoch: 210  g_loss: 3.8902e-01  d_loss: 1.9101e+00  training time: 8.368109 s  running time: 0.053901 h
epoch: 220  g_loss: 3.8086e-01  d_loss: 1.9048e+00  training time: 8.385511 s  running time: 0.056230 h
epoch: 230  g_loss: 3.7786e-01  d_loss: 1.8970e+00  training time: 8.031706 s  running time: 0.058461 h
epoch: 240  g_loss: 3.7329e-01  d_loss: 1.8928e+00  training time: 8.314915 s  running time: 0.060771 h
epoch: 250  g_loss: 3.7171e-01  d_loss: 1.8873e+00  training time: 7.984292 s  running time: 0.062989 h
epoch: 260  g_loss: 3.7325e-01  d_loss: 1.8830e+00  training time: 8.203038 s  running time: 0.065267 h
epoch: 270  g_loss: 3.7054e-01  d_loss: 1.8787e+00  training time: 8.027131 s  running time: 0.067497 h
epoch: 280  g_loss: 3.6468e-01  d_loss: 1.8753e+00  training time: 8.068354 s  running time: 0.069738 h
epoch: 290  g_loss: 3.6594e-01  d_loss: 1.8722e+00  training time: 8.042158 s  running time: 0.071972 h
epoch: 300  g_loss: 3.6195e-01  d_loss: 1.8691e+00  training time: 8.124435 s  running time: 0.074229 h
epoch: 310  g_loss: 3.6235e-01  d_loss: 1.8668e+00  training time: 7.899597 s  running time: 0.076423 h
epoch: 320  g_loss: 3.6837e-01  d_loss: 1.8645e+00  training time: 8.114422 s  running time: 0.078677 h
epoch: 330  g_loss: 3.6373e-01  d_loss: 1.8624e+00  training time: 7.640308 s  running time: 0.080800 h
epoch: 340  g_loss: 3.6263e-01  d_loss: 1.8611e+00  training time: 8.362956 s  running time: 0.083123 h
epoch: 350  g_loss: 3.5592e-01  d_loss: 1.8596e+00  training time: 8.413902 s  running time: 0.085460 h
epoch: 360  g_loss: 3.5498e-01  d_loss: 1.8574e+00  training time: 8.109850 s  running time: 0.087713 h
epoch: 370  g_loss: 3.5549e-01  d_loss: 1.8555e+00  training time: 8.342251 s  running time: 0.090030 h
epoch: 380  g_loss: 3.5626e-01  d_loss: 1.8544e+00  training time: 7.964786 s  running time: 0.092243 h
epoch: 390  g_loss: 3.5535e-01  d_loss: 1.8530e+00  training time: 8.285308 s  running time: 0.094544 h
epoch: 400  g_loss: 3.4965e-01  d_loss: 1.8517e+00  training time: 8.283366 s  running time: 0.096845 h
epoch: 410  g_loss: 3.5659e-01  d_loss: 1.8506e+00  training time: 8.269881 s  running time: 0.099142 h
epoch: 420  g_loss: 3.5756e-01  d_loss: 1.8495e+00  training time: 8.157520 s  running time: 0.101408 h
epoch: 430  g_loss: 3.5502e-01  d_loss: 1.8489e+00  training time: 8.356790 s  running time: 0.103729 h
epoch: 440  g_loss: 3.5269e-01  d_loss: 1.8481e+00  training time: 8.778794 s  running time: 0.106168 h
epoch: 450  g_loss: 3.5643e-01  d_loss: 1.8473e+00  training time: 8.453872 s  running time: 0.108516 h
epoch: 460  g_loss: 3.5325e-01  d_loss: 1.8464e+00  training time: 8.249210 s  running time: 0.110808 h
epoch: 470  g_loss: 3.4814e-01  d_loss: 1.8461e+00  training time: 8.373732 s  running time: 0.113134 h
epoch: 480  g_loss: 3.4761e-01  d_loss: 1.8452e+00  training time: 8.220662 s  running time: 0.115417 h
epoch: 490  g_loss: 3.4780e-01  d_loss: 1.8448e+00  training time: 8.486402 s  running time: 0.117775 h
epoch: 500  g_loss: 3.4688e-01  d_loss: 1.8443e+00  training time: 8.528985 s  running time: 0.120144 h
epoch: 510  g_loss: 3.4877e-01  d_loss: 1.8435e+00  training time: 8.387364 s  running time: 0.122474 h
epoch: 520  g_loss: 3.5871e-01  d_loss: 1.8428e+00  training time: 8.358664 s  running time: 0.124795 h
epoch: 530  g_loss: 3.4518e-01  d_loss: 1.8423e+00  training time: 8.359811 s  running time: 0.127118 h
epoch: 540  g_loss: 3.4747e-01  d_loss: 1.8416e+00  training time: 8.384048 s  running time: 0.129447 h
epoch: 550  g_loss: 3.5377e-01  d_loss: 1.8406e+00  training time: 8.211449 s  running time: 0.131727 h
epoch: 560  g_loss: 3.4685e-01  d_loss: 1.8398e+00  training time: 8.546499 s  running time: 0.134101 h
epoch: 570  g_loss: 3.4745e-01  d_loss: 1.8386e+00  training time: 8.480979 s  running time: 0.136457 h
epoch: 580  g_loss: 3.5555e-01  d_loss: 1.8376e+00  training time: 8.284763 s  running time: 0.138759 h
epoch: 590  g_loss: 3.4483e-01  d_loss: 1.8367e+00  training time: 8.327501 s  running time: 0.141072 h
epoch: 600  g_loss: 3.4552e-01  d_loss: 1.8362e+00  training time: 8.420259 s  running time: 0.143411 h
epoch: 610  g_loss: 3.5119e-01  d_loss: 1.8352e+00  training time: 8.249226 s  running time: 0.145702 h
epoch: 620  g_loss: 3.4100e-01  d_loss: 1.8351e+00  training time: 8.478326 s  running time: 0.148057 h
