nohup: ignoring input
2021-03-30 11:28:20.453187: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-03-30 11:28:21.815101: I tensorflow/core/platform/profile_utils/cpu_utils.cc:104] CPU Frequency: 2499790000 Hz
2021-03-30 11:28:21.819616: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x4984880 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2021-03-30 11:28:21.819669: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
2021-03-30 11:28:21.824321: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-03-30 11:28:21.993491: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x49f1d40 initialized for platform CUDA (this does not guarantee that XLA will be used). Devices:
2021-03-30 11:28:21.993567: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): GeForce RTX 3090, Compute Capability 8.6
2021-03-30 11:28:21.995799: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1742] Found device 0 with properties: 
pciBusID: 0000:82:00.0 name: GeForce RTX 3090 computeCapability: 8.6
coreClock: 1.695GHz coreCount: 82 deviceMemorySize: 23.70GiB deviceMemoryBandwidth: 871.81GiB/s
2021-03-30 11:28:21.995873: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-03-30 11:28:22.002228: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-03-30 11:28:22.004619: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-03-30 11:28:22.005162: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-03-30 11:28:22.009617: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.11
2021-03-30 11:28:22.010486: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-03-30 11:28:22.010662: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-03-30 11:28:22.012601: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1884] Adding visible gpu devices: 0
2021-03-30 11:28:22.012649: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-03-30 11:28:22.810012: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1283] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-03-30 11:28:22.810071: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1289]      0 
2021-03-30 11:28:22.810082: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1302] 0:   N 
2021-03-30 11:28:22.811905: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1428] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 8188 MB memory) -> physical GPU (device: 0, name: GeForce RTX 3090, pci bus id: 0000:82:00.0, compute capability: 8.6)
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/compat/v2_compat.py:96: disable_resource_variables (from tensorflow.python.ops.variable_scope) is deprecated and will be removed in a future version.
Instructions for updating:
non-resource variables are not supported in the long term
2021-03-30 11:28:57.436548: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1742] Found device 0 with properties: 
pciBusID: 0000:82:00.0 name: GeForce RTX 3090 computeCapability: 8.6
coreClock: 1.695GHz coreCount: 82 deviceMemorySize: 23.70GiB deviceMemoryBandwidth: 871.81GiB/s
2021-03-30 11:28:57.436621: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-03-30 11:28:57.436690: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-03-30 11:28:57.436726: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-03-30 11:28:57.436747: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-03-30 11:28:57.436766: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.11
2021-03-30 11:28:57.436784: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-03-30 11:28:57.436802: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-03-30 11:28:57.438186: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1884] Adding visible gpu devices: 0
2021-03-30 11:28:57.439848: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1742] Found device 0 with properties: 
pciBusID: 0000:82:00.0 name: GeForce RTX 3090 computeCapability: 8.6
coreClock: 1.695GHz coreCount: 82 deviceMemorySize: 23.70GiB deviceMemoryBandwidth: 871.81GiB/s
2021-03-30 11:28:57.439873: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-03-30 11:28:57.439889: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-03-30 11:28:57.439901: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-03-30 11:28:57.439913: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-03-30 11:28:57.439924: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.11
2021-03-30 11:28:57.439936: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-03-30 11:28:57.439947: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-03-30 11:28:57.441320: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1884] Adding visible gpu devices: 0
2021-03-30 11:28:57.441375: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1283] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-03-30 11:28:57.441386: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1289]      0 
2021-03-30 11:28:57.441393: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1302] 0:   N 
2021-03-30 11:28:57.442853: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1428] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 8188 MB memory) -> physical GPU (device: 0, name: GeForce RTX 3090, pci bus id: 0000:82:00.0, compute capability: 8.6)
2021-03-30 11:29:23.098839: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
epoch: 10  g_loss: 1.0927e+00  d_loss: 1.3958e+00  training time: 33.710685 s  running time: 0.009364 h
epoch: 20  g_loss: 1.0631e+00  d_loss: 1.3957e+00  training time: 7.456025 s  running time: 0.011435 h
epoch: 30  g_loss: 9.3169e-01  d_loss: 1.3956e+00  training time: 7.529928 s  running time: 0.013527 h
epoch: 40  g_loss: 9.2535e-01  d_loss: 1.3954e+00  training time: 7.665456 s  running time: 0.015656 h
epoch: 50  g_loss: 9.2013e-01  d_loss: 1.3953e+00  training time: 7.587075 s  running time: 0.017764 h
epoch: 60  g_loss: 9.0495e-01  d_loss: 1.3952e+00  training time: 7.605932 s  running time: 0.019876 h
epoch: 70  g_loss: 8.9285e-01  d_loss: 1.3951e+00  training time: 7.541615 s  running time: 0.021971 h
epoch: 80  g_loss: 8.8482e-01  d_loss: 1.3950e+00  training time: 7.543531 s  running time: 0.024067 h
epoch: 90  g_loss: 8.7964e-01  d_loss: 1.3949e+00  training time: 7.486132 s  running time: 0.026146 h
epoch: 100  g_loss: 8.7238e-01  d_loss: 1.3949e+00  training time: 7.505398 s  running time: 0.028231 h
epoch: 110  g_loss: 8.6523e-01  d_loss: 1.3948e+00  training time: 7.477522 s  running time: 0.030308 h
epoch: 120  g_loss: 8.6088e-01  d_loss: 1.3948e+00  training time: 7.566088 s  running time: 0.032410 h
epoch: 130  g_loss: 8.6004e-01  d_loss: 1.3947e+00  training time: 7.527348 s  running time: 0.034501 h
epoch: 140  g_loss: 8.4959e-01  d_loss: 1.3946e+00  training time: 7.537195 s  running time: 0.036594 h
epoch: 150  g_loss: 8.4099e-01  d_loss: 1.3946e+00  training time: 7.501597 s  running time: 0.038678 h
epoch: 160  g_loss: 8.3323e-01  d_loss: 1.3945e+00  training time: 7.524047 s  running time: 0.040768 h
epoch: 170  g_loss: 8.2508e-01  d_loss: 1.3944e+00  training time: 7.528473 s  running time: 0.042859 h
epoch: 180  g_loss: 8.1783e-01  d_loss: 1.3943e+00  training time: 7.448020 s  running time: 0.044928 h
epoch: 190  g_loss: 8.1665e-01  d_loss: 1.3943e+00  training time: 7.568892 s  running time: 0.047031 h
epoch: 200  g_loss: 8.0321e-01  d_loss: 1.3942e+00  training time: 7.614223 s  running time: 0.049146 h
epoch: 210  g_loss: 7.9289e-01  d_loss: 1.3940e+00  training time: 7.499032 s  running time: 0.051229 h
epoch: 220  g_loss: 7.8175e-01  d_loss: 1.3939e+00  training time: 7.590711 s  running time: 0.053337 h
epoch: 230  g_loss: 7.7582e-01  d_loss: 1.3938e+00  training time: 7.486414 s  running time: 0.055417 h
epoch: 240  g_loss: 7.6480e-01  d_loss: 1.3937e+00  training time: 7.524283 s  running time: 0.057507 h
epoch: 250  g_loss: 7.5501e-01  d_loss: 1.3936e+00  training time: 7.493573 s  running time: 0.059589 h
epoch: 260  g_loss: 7.5108e-01  d_loss: 1.3935e+00  training time: 7.688649 s  running time: 0.061724 h
epoch: 270  g_loss: 7.4184e-01  d_loss: 1.3934e+00  training time: 7.573181 s  running time: 0.063828 h
epoch: 280  g_loss: 7.3418e-01  d_loss: 1.3934e+00  training time: 7.499499 s  running time: 0.065911 h
epoch: 290  g_loss: 7.3163e-01  d_loss: 1.3933e+00  training time: 7.499672 s  running time: 0.067994 h
epoch: 300  g_loss: 7.2302e-01  d_loss: 1.3932e+00  training time: 7.698723 s  running time: 0.070133 h
epoch: 310  g_loss: 7.1871e-01  d_loss: 1.3932e+00  training time: 7.555327 s  running time: 0.072232 h
epoch: 320  g_loss: 7.1397e-01  d_loss: 1.3931e+00  training time: 7.616055 s  running time: 0.074347 h
epoch: 330  g_loss: 7.0957e-01  d_loss: 1.3931e+00  training time: 7.459079 s  running time: 0.076419 h
epoch: 340  g_loss: 7.0500e-01  d_loss: 1.3930e+00  training time: 7.496358 s  running time: 0.078502 h
epoch: 350  g_loss: 7.0140e-01  d_loss: 1.3930e+00  training time: 7.503276 s  running time: 0.080586 h
epoch: 360  g_loss: 6.9789e-01  d_loss: 1.3929e+00  training time: 7.621870 s  running time: 0.082703 h
epoch: 370  g_loss: 6.9506e-01  d_loss: 1.3929e+00  training time: 7.551411 s  running time: 0.084801 h
epoch: 380  g_loss: 6.9188e-01  d_loss: 1.3929e+00  training time: 7.537823 s  running time: 0.086894 h
epoch: 390  g_loss: 6.9279e-01  d_loss: 1.3928e+00  training time: 7.510422 s  running time: 0.088981 h
epoch: 400  g_loss: 6.8838e-01  d_loss: 1.3928e+00  training time: 7.535659 s  running time: 0.091074 h
epoch: 410  g_loss: 6.8644e-01  d_loss: 1.3928e+00  training time: 7.487492 s  running time: 0.093154 h
epoch: 420  g_loss: 6.8429e-01  d_loss: 1.3927e+00  training time: 7.546862 s  running time: 0.095250 h
epoch: 430  g_loss: 6.8200e-01  d_loss: 1.3927e+00  training time: 7.524090 s  running time: 0.097340 h
epoch: 440  g_loss: 6.8029e-01  d_loss: 1.3927e+00  training time: 6.471192 s  running time: 0.099138 h
epoch: 450  g_loss: 6.7845e-01  d_loss: 1.3927e+00  training time: 6.045734 s  running time: 0.100817 h
epoch: 460  g_loss: 6.7931e-01  d_loss: 1.3926e+00  training time: 6.048406 s  running time: 0.102497 h
epoch: 470  g_loss: 6.7744e-01  d_loss: 1.3926e+00  training time: 5.954762 s  running time: 0.104151 h
epoch: 480  g_loss: 6.7590e-01  d_loss: 1.3926e+00  training time: 5.998749 s  running time: 0.105818 h
epoch: 490  g_loss: 6.7307e-01  d_loss: 1.3926e+00  training time: 5.994605 s  running time: 0.107483 h
epoch: 500  g_loss: 6.7286e-01  d_loss: 1.3926e+00  training time: 6.023405 s  running time: 0.109156 h
epoch: 510  g_loss: 6.7094e-01  d_loss: 1.3926e+00  training time: 5.995995 s  running time: 0.110822 h
epoch: 520  g_loss: 6.7016e-01  d_loss: 1.3926e+00  training time: 6.112577 s  running time: 0.112519 h
epoch: 530  g_loss: 6.6945e-01  d_loss: 1.3926e+00  training time: 6.418970 s  running time: 0.114303 h
epoch: 540  g_loss: 6.6797e-01  d_loss: 1.3925e+00  training time: 7.524839 s  running time: 0.116393 h
epoch: 550  g_loss: 6.6809e-01  d_loss: 1.3925e+00  training time: 7.444754 s  running time: 0.118461 h
epoch: 560  g_loss: 6.6725e-01  d_loss: 1.3925e+00  training time: 7.498878 s  running time: 0.120544 h
epoch: 570  g_loss: 6.6659e-01  d_loss: 1.3925e+00  training time: 7.487160 s  running time: 0.122624 h
epoch: 580  g_loss: 6.6542e-01  d_loss: 1.3925e+00  training time: 7.532043 s  running time: 0.124716 h
epoch: 590  g_loss: 6.6514e-01  d_loss: 1.3925e+00  training time: 7.601695 s  running time: 0.126827 h
epoch: 600  g_loss: 6.6383e-01  d_loss: 1.3925e+00  training time: 7.497907 s  running time: 0.128910 h
epoch: 610  g_loss: 6.6428e-01  d_loss: 1.3925e+00  training time: 7.472210 s  running time: 0.130986 h
epoch: 620  g_loss: 6.6395e-01  d_loss: 1.3925e+00  training time: 7.511774 s  running time: 0.133072 h
