(0.58882344, 0.11072061, 0.4775399, 0.0018764164, 1.6472121)
(0.54699665, 0.072122194, 0.4747589, 0.00038524106, 1.6449896)
(0.53816336, 0.0643033, 0.47378388, 0.00025391532, 1.6438808)
(0.53188604, 0.05855456, 0.4732669, 0.00021530989, 1.6432914)
(0.53083426, 0.057779204, 0.47298262, 0.00024146406, 1.6430248)
(0.52753687, 0.054670546, 0.4727586, 0.00035905527, 1.6429268)
(0.531368, 0.05856663, 0.47268057, 0.0004028287, 1.6429605)
(0.52505326, 0.052054904, 0.47285375, 0.00048193685, 1.6429808)
(0.5288961, 0.055761587, 0.4729745, 0.0005332923, 1.643219)
(0.5250794, 0.05164869, 0.47323763, 0.00064373313, 1.6436116)
(0.5213649, 0.04768024, 0.47344893, 0.00078590575, 1.6439255)
(0.5193321, 0.045165345, 0.47388124, 0.0009517907, 1.6443)
(0.52206546, 0.04761998, 0.47409287, 0.0011753637, 1.6446384)
(0.5260793, 0.051204912, 0.47447494, 0.0013315906, 1.645048)
(0.51821756, 0.04297475, 0.47486937, 0.0012448297, 1.6454692)
(0.5160483, 0.040333226, 0.4752848, 0.0014342344, 1.6459264)
(0.51810485, 0.041972756, 0.47571856, 0.0013784323, 1.6465055)
(0.5157473, 0.039127484, 0.47615585, 0.0015466075, 1.6468374)
(0.51569533, 0.038782936, 0.47637442, 0.0017932676, 1.6468254)
(0.514282, 0.0376598, 0.47602168, 0.0020016076, 1.6465727)
(0.5126137, 0.036421835, 0.47553104, 0.0022027765, 1.6460336)
(0.5130017, 0.03707748, 0.4751038, 0.0027346462, 1.6455929)
(0.51161027, 0.036210805, 0.4745892, 0.002700822, 1.6450756)
(0.5090735, 0.034682754, 0.47361338, 0.002591265, 1.6443257)
(0.50884175, 0.03537628, 0.47253993, 0.0030851949, 1.6430383)
(0.51676434, 0.044341557, 0.4712061, 0.004055531, 1.6418641)
(0.50705326, 0.036254425, 0.4697342, 0.0035488643, 1.6403805)
(0.49690515, 0.027639018, 0.4684364, 0.002765796, 1.6390871)
(0.4962665, 0.028230306, 0.4671586, 0.002925382, 1.6379871)
(0.50093925, 0.034148235, 0.465874, 0.003056816, 1.6366509)
(0.4987593, 0.03314335, 0.46458614, 0.0034326839, 1.6354669)
(0.49744132, 0.03327329, 0.46334752, 0.0027349778, 1.6342961)
(0.4900414, 0.026769664, 0.4622421, 0.0034321465, 1.6332026)
(0.48650244, 0.024558272, 0.46105254, 0.002972134, 1.6321713)
(0.48485038, 0.024042284, 0.45983174, 0.0032545377, 1.6311467)
(0.48963463, 0.029860519, 0.4585514, 0.0040756767, 1.6298639)
(0.48539826, 0.027105168, 0.45727208, 0.0034034033, 1.6285057)
(0.48053312, 0.023718748, 0.45583558, 0.003262612, 1.6270304)
(0.47610012, 0.020912187, 0.4543568, 0.002770471, 1.625655)
(0.4820311, 0.028152663, 0.45292455, 0.0031796047, 1.6241512)
(0.4779556, 0.025581168, 0.45132723, 0.0034906794, 1.622648)
(0.4742208, 0.02351624, 0.449704, 0.0033352224, 1.6209307)
(0.46863854, 0.019710349, 0.44800323, 0.0030831657, 1.6192646)
(0.47024, 0.023216907, 0.44614786, 0.0029174804, 1.6175119)
(0.46771118, 0.02263892, 0.44430044, 0.0025727174, 1.6156147)
(0.46219283, 0.018998064, 0.44240165, 0.0026437878, 1.6138498)
(0.45943, 0.018076325, 0.44050595, 0.002825804, 1.6118889)
(0.4583702, 0.018871626, 0.4385598, 0.003129228, 1.610055)
(0.4566963, 0.019422509, 0.43659455, 0.0022641534, 1.6082194)
(0.45393768, 0.018423483, 0.43467778, 0.0027880801, 1.6064374)
(0.45565167, 0.021905942, 0.43284786, 0.0029929318, 1.604688)
