(0.30616933, 0.0044962233, 0.3014598, 0.0021330998, 1.7669351)
(0.30617312, 0.0045821993, 0.30137035, 0.0022057274, 1.7667961)
(0.3046243, 0.0029825934, 0.3013308, 0.003108808, 1.766651)
(0.30897924, 0.0072470573, 0.30129325, 0.004389207, 1.7666512)
(0.30487803, 0.0032695762, 0.3013072, 0.0030124504, 1.7666948)
(0.30482325, 0.0031056735, 0.30133772, 0.0037986303, 1.7666878)
(0.3072531, 0.0057424195, 0.3012939, 0.0021675918, 1.7666034)
(0.30522367, 0.0037970184, 0.3012727, 0.0015396301, 1.7665408)
(0.3035649, 0.0020845733, 0.30123886, 0.0024145467, 1.7664182)
(0.3065515, 0.0051136115, 0.30114222, 0.0029566498, 1.7664223)
(0.3033179, 0.0018037107, 0.30115625, 0.0035794624, 1.7662783)
(0.30588305, 0.004443255, 0.30116236, 0.0027741967, 1.7662295)
(0.30721644, 0.0051531857, 0.30114818, 0.009150698, 1.7662371)
(0.30375642, 0.0023334473, 0.3011079, 0.0031505125, 1.7662154)
(0.3033658, 0.0019116803, 0.30104616, 0.004079518, 1.7661607)
(0.3061664, 0.0049297046, 0.30107746, 0.0015925715, 1.7660629)
(0.307074, 0.005693566, 0.3010943, 0.0028614735, 1.7660367)
(0.3050984, 0.0036845529, 0.30103847, 0.003754005, 1.7661076)
(0.30529135, 0.0040134806, 0.30101037, 0.0026750537, 1.7660695)
(0.3045102, 0.0032510576, 0.30100584, 0.0025330333, 1.7659417)
(0.30666596, 0.005521507, 0.30096188, 0.0018257708, 1.7658527)
(0.30696496, 0.0057911733, 0.30092442, 0.0024936826, 1.7657565)
(0.30414355, 0.0030611092, 0.3008984, 0.0018403141, 1.7656982)
(0.30636403, 0.0052517024, 0.3008869, 0.0022543797, 1.7656745)
(0.30332777, 0.002268639, 0.30087373, 0.0018539658, 1.7656887)
(0.6172582, 0.14260247, 0.47459736, 0.0011670564, 2.5818202)
(0.30398667, 0.0028521772, 0.3008679, 0.0026659402, 1.7657392)
(0.30678335, 0.0057313247, 0.3008716, 0.001804156, 1.7656363)
(0.5513453, 0.08834802, 0.46297354, 0.0004743061, 2.392486)
(0.30288196, 0.0018243369, 0.30089295, 0.0016466877, 1.7655399)
(0.51984054, 0.061385155, 0.4584389, 0.00032955952, 2.3461423)
(0.30583274, 0.004777753, 0.30082682, 0.0022818306, 1.7655133)
(0.5160241, 0.06208735, 0.45393038, 0.00012763066, 2.3483062)
(0.30283242, 0.0018355555, 0.30079415, 0.0020272057, 1.7654421)
(0.50567174, 0.058826156, 0.44684243, 6.270552e-05, 2.3147676)
(0.3031681, 0.0021711215, 0.30073202, 0.002649449, 1.7653996)
(0.49210355, 0.059316374, 0.43278185, 0.00010649528, 2.2866545)
(0.3031141, 0.0021560462, 0.30071345, 0.0024460503, 1.7653539)
(0.4879242, 0.062438946, 0.42548156, 7.384022e-05, 2.2430098)
(0.30371967, 0.0027588299, 0.30076525, 0.0019559576, 1.7653341)
(0.47428396, 0.057716098, 0.41656297, 9.768267e-05, 2.2065625)
(0.30213967, 0.0012507691, 0.30072805, 0.001608376, 1.7653283)
(0.4626863, 0.05586441, 0.40681976, 4.2752836e-05, 2.1634407)
(0.3104626, 0.009547742, 0.30070588, 0.0020898716, 1.7653037)
(0.460183, 0.062197864, 0.39798194, 6.397699e-05, 2.1310174)
(0.30703327, 0.0060245367, 0.30072883, 0.002799159, 1.765257)
(0.44854733, 0.057276033, 0.39126518, 0.00012229144, 2.097562)
(0.30602482, 0.005053742, 0.3007402, 0.0023085964, 1.7651789)
(0.44178456, 0.057204, 0.3845641, 0.00032902046, 2.0656319)
(0.30484805, 0.0037928817, 0.30071047, 0.0034469871, 1.7651016)
(0.43139023, 0.053789664, 0.37758633, 0.00028474964, 2.0345993)
(0.3027856, 0.0019185666, 0.3006711, 0.001959261, 1.7649883)
(0.4203839, 0.04896333, 0.37139145, 0.00058260554, 2.008297)
(0.3032416, 0.002444629, 0.30062047, 0.0017650498, 1.7649688)
(0.41217732, 0.04616339, 0.36597288, 0.00082101393, 1.985298)
(0.3030976, 0.0022448117, 0.30059978, 0.0025301976, 1.7649785)
(0.41407397, 0.052258313, 0.36179283, 0.00045655665, 1.9669551)
(0.30332127, 0.002566598, 0.3005767, 0.0017799479, 1.7650377)
(0.40134612, 0.04360588, 0.3576903, 0.0009988399, 1.9529573)
