(539450.75,)
(9380.317,)
(646.1227,)
(61.611507,)
(33.060673,)
(24.045826,)
(15.870238,)
(13.079309,)
(9.374952,)
(9.021653,)
(6.916508,)
(6.3791,)
(5.2261977,)
(4.119064,)
(4.146878,)
(3.7515345,)
(3.078731,)
(2.9484434,)
(2.3093944,)
(2.369838,)
(1.5220892,)
(1.7932062,)
(1.7331123,)
(1.3749852,)
(1.1394366,)
(0.86854357,)
(1.0867699,)
(0.808151,)
(0.73152745,)
(0.70363593,)
(0.8766302,)
(0.62100345,)
(0.68001163,)
(0.6747525,)
(0.79304206,)
(0.8906611,)
(0.8207577,)
(0.43457025,)
(0.47285268,)
(0.38882747,)
(0.32045174,)
(0.5001961,)
(0.53724474,)
(0.45283762,)
(0.7121109,)
(0.5129466,)
(0.28324908,)
(0.23954076,)
(0.29402423,)
(0.59352577,)
(0.3841704,)
(0.28409413,)
(0.18504868,)
(1.1830242,)
(0.18062405,)
(0.17548062,)
(0.1952169,)
(0.17487514,)
(0.2205624,)
(0.16569522,)
(0.42479554,)
(0.15785636,)
(0.41576648,)
(0.15692772,)
(0.3520721,)
(0.28427702,)
(0.16662303,)
(0.16627914,)
(0.12439175,)
(0.17789824,)
(0.14869002,)
(0.21618229,)
(0.18784194,)
(0.25630563,)
(0.24584325,)
(0.13801773,)
(0.207665,)
(0.14470161,)
(0.1302556,)
(0.13191122,)
(0.13929076,)
(0.13243262,)
(0.13418695,)
(0.10356933,)
(0.10767196,)
(0.12863366,)
(0.27102232,)
(0.17417061,)
(0.10521575,)
(0.14714555,)
(0.12661122,)
(0.101513274,)
(0.11412257,)
(0.104841486,)
(0.111145265,)
(0.09560389,)
(0.214823,)
(0.11835414,)
(0.1083787,)
(0.11793733,)
(0.09342919,)
(0.10603143,)
(0.09443303,)
(0.19207235,)
(0.097778976,)
(0.09330424,)
(0.09705816,)
(0.10497749,)
(0.09682763,)
(0.13085733,)
(0.09483763,)
(0.098374456,)
(0.16113603,)
(0.085596085,)
(0.13996775,)
(0.10144099,)
(0.10017511,)
(0.08852037,)
(0.11105899,)
(0.08904775,)
(0.099532485,)
(0.18095434,)
(0.102055505,)
(0.124477506,)
(0.09658374,)
(0.11168085,)
(0.14812876,)
(0.11030832,)
(0.0859129,)
(0.08196142,)
(0.103416085,)
(0.09402416,)
(0.14882036,)
(0.1573515,)
(0.08689349,)
(0.08731892,)
(0.089082,)
(0.08163056,)
(0.0836069,)
(0.0885567,)
(0.2975467,)
(0.121347144,)
(0.082044035,)
(0.18581559,)
(0.09137087,)
(0.09811265,)
(0.08862917,)
(0.1254817,)
(0.07554767,)
(0.073930286,)
(0.14249721,)
(0.075658165,)
(0.069396414,)
(0.08117981,)
(0.08572005,)
(0.08157446,)
(0.072132826,)
(0.1205807,)
(0.079328515,)
(0.14757185,)
(0.07247582,)
(0.08424089,)
(0.07747161,)
(0.0730197,)
(0.0769774,)
(0.07483236,)
(0.09095517,)
(0.11422515,)
(0.075200744,)
(0.08981375,)
(0.11941019,)
(0.09761802,)
(0.09249553,)
(0.07606684,)
(0.07492731,)
(0.1403884,)
(0.083733186,)
(0.072930515,)
(0.08773173,)
(0.074938945,)
(0.0927196,)
(0.07462372,)
(0.070496574,)
(0.0869925,)
(0.073378205,)
(0.076815374,)
(0.07124159,)
(0.16443376,)
(0.12159532,)
(0.07468243,)
(0.07714753,)
(0.07110746,)
(0.06998844,)
(0.06592746,)
(0.102372,)
(0.14465454,)
(0.0663795,)
(0.0798599,)
(0.06822197,)
(0.0794318,)
(0.06731711,)
(0.07322176,)
(0.07033628,)
(0.06597866,)
(0.0692171,)
(0.07857342,)
(0.07180645,)
(0.07440154,)
(0.07046979,)
(0.07363583,)
(0.07428144,)
(0.08996899,)
(0.07310317,)
(0.07246723,)
(0.117989734,)
(0.07058224,)
(0.07474634,)
(0.06958465,)
(0.06309416,)
(0.15971959,)
(0.11012925,)
(0.06987928,)
(0.07020322,)
(0.0675337,)
(0.0697327,)
(0.06566635,)
(0.06679742,)
(0.06536014,)
(0.07501672,)
(0.06707418,)
(0.06427778,)
(0.06458752,)
(0.06866835,)
(0.07249768,)
(0.07086575,)
(0.068037145,)
(0.06317744,)
(0.0713689,)
(0.09889189,)
(0.06675299,)
(0.06898929,)
(0.06348544,)
(0.068733774,)
(0.07705687,)
(0.094833694,)
(0.083042204,)
(0.06533253,)
(0.07957944,)
(0.065618955,)
(0.06329095,)
(0.06540707,)
(0.062235627,)
(0.064992696,)
(0.069666944,)
(0.06582448,)
(0.06615877,)
(0.06364077,)
(0.067789644,)
(0.068559214,)
(0.07211304,)
(0.06462488,)
(0.06553244,)
(0.06372588,)
(0.06209063,)
(0.07399884,)
(0.06428678,)
(0.068472035,)
(0.07179117,)
(0.061162036,)
(0.061307512,)
(0.07106624,)
(0.06949728,)
(0.062891036,)
(0.09593804,)
(0.071108654,)
(0.062535144,)
(0.06415165,)
(0.06377334,)
(0.06843655,)
(0.06020037,)
(0.06300241,)
(0.061672926,)
(0.062028553,)
(0.061638728,)
(0.06552148,)
(0.059761792,)
(0.068748415,)
(0.064429805,)
(0.06351424,)
(0.0674912,)
(0.06369482,)
(0.0689461,)
(0.06545696,)
(0.060102373,)
(0.06017758,)
(0.06204437,)
(0.08535304,)
(0.0718242,)
(0.061586954,)
(0.07834704,)
(0.06282458,)
(0.070628345,)
(0.065132275,)
(0.061896775,)
(0.06002187,)
(0.058540344,)
(0.059265118,)
(0.06774646,)
(0.06273394,)
(0.062298547,)
(0.06263763,)
(0.059750628,)
(0.06680919,)
(0.06246896,)
(0.06357943,)
(0.06270379,)
(0.061142474,)
(0.065492816,)
(0.060157556,)
(0.0867501,)
(0.05942895,)
(0.06240129,)
(0.06308896,)
(0.06506004,)
(0.061636973,)
(0.06681823,)
(0.0637926,)
(0.06170764,)
(0.06170161,)
(0.068431854,)
(0.064837106,)
(0.060553055,)
(0.079384714,)
(0.063527666,)
(0.060602877,)
(0.06538231,)
(0.0695325,)
(0.06684513,)
(0.061617784,)
(0.05987881,)
(0.057719026,)
(0.06709901,)
(0.059437692,)
(0.057796475,)
(0.062263034,)
(0.06420028,)
(0.059364133,)
(0.0891454,)
(0.06252415,)
(0.063654855,)
(0.06398715,)
(0.06450657,)
(0.068651706,)
(0.059327018,)
(0.06362005,)
(0.06411967,)
(0.06190541,)
(0.062138848,)
(0.058882978,)
(0.09508554,)
(0.062730946,)
(0.06336187,)
(0.07109138,)
(0.057992235,)
(0.063797325,)
(0.069899745,)
(0.059167534,)
(0.05904302,)
(0.059812844,)
(0.06112056,)
(0.06747254,)
(0.06682599,)
(0.06538235,)
(0.060851373,)
(0.057808314,)
(0.07900814,)
(0.061547954,)
(0.061015427,)
(0.081893444,)
(0.060566593,)
(0.05715192,)
(0.059739426,)
(0.060715623,)
(0.058604963,)
(0.05849326,)
(0.060178105,)
(0.10473785,)
(0.06085661,)
(0.05807908,)
(0.0589455,)
(0.06237392,)
(0.05917364,)
(0.060517386,)
(0.062440228,)
(0.06556176,)
(0.06288546,)
(0.058766343,)
(0.06038279,)
(0.059294477,)
(0.06606746,)
(0.058861338,)
(0.05816656,)
(0.055490643,)
(0.061453607,)
(0.0584839,)
(0.060687672,)
(0.06579411,)
(0.06506149,)
(0.066859774,)
(0.05760124,)
(0.060607284,)
(0.05955763,)
(0.056641083,)
(0.061347846,)
(0.05916749,)
(0.05952889,)
(0.05679759,)
(0.058037117,)
(0.058636762,)
(0.059378274,)
(0.05892587,)
(0.059165765,)
(0.08608955,)
(0.06885402,)
(0.061596546,)
(0.05949169,)
(0.059005987,)
(0.061353378,)
(0.058902893,)
(0.061658457,)
(0.058278855,)
(0.060722813,)
(0.05929889,)
(0.055607643,)
(0.05671959,)
(0.058353435,)
(0.058826588,)
(0.05983701,)
(0.061082806,)
(0.05705721,)
